comp418 s1c(nn2c1nc(c2)c1ccccn1)S(=O)(=O)N 7,
comp420 c1c(ccnc1N)B1OC(C(O1)(C)C)(C)C 2,
comp421 c1(B2OC(C(O2)(C)C)(C)C)n(ncc1)C 13,
comp423 c1ccc2c(c1)cc(s2)B1OC(C(O1)(C)C)(C)C 6,
comp424 c1ccc2c(c1)cc(o2)B1OC(C(O1)(C)C)(C)C 6,
comp425 c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)ccn2[Si](C(C)C)(C(C)C)C(C)C 15,
comp426 c1(ccc2c(c1)ccn2Cc1ccccc1)B1OC(C(O1)(C)C)(C)C 6,
comp427 c1(ccc[nH]c1=O)S(F)(F)(F)(F)F 2,
comp428 c1(ccc2c(c1)CCN(CC2)C(=O)C(F)(F)F)S(=O)(=O)F 2,
comp429 c1ccc2c(c1)sc(c2)N(S(=O)(=O)CCBr)Cc1ccc(cc1)OC(F)(F)F 8,
comp430 c1cc(c2c(c1OC)oc(c2)c1ccc(cc1)OC)C=O 10,
comp431 c1c(cc2c(c1/C=C/c1ccc(cc1)Cl)c(co2)c1cc(cc(c1)OC(=O)C)OC(=O)C)OC(=O)C 16,
comp433 c1ccc2c(c1)oc(c2)c1c(cccc1)c1ccccc1N 8,
comp434 c1ccc(o1)c1c(cc(cc1)N(=O)=O)C(F)(F)F 0,
comp435 c1ccc(o1)c1c(cc(cc1)N(=O)=O)OC 0,
comp437 c1ccc(o1)Sc1ccccc1 0,
